"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
105872018,10587,2018,"NB0160100","NB0160100","","N","N",,"I","VALENTINE","VALENTINE PD","Valentine","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2791,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",4,0,4,2,1,3,0,0,01-JAN-98,01-JAN-07,01-JAN-07,01-APR-19,01-APR-19,01-APR-19,"N","CHERRY","Non-MSA","Y","Y","Y"
105882018,10588,2018,"NB0170000","NB0170000","","N","N",,"I","CHEYENNE","CHEYENNE CO SO SIDNEY","Cheyenne","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3011,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,9,19,0,2,2,0,0,01-JAN-98,01-JAN-14,01-JAN-14,01-APR-19,01-APR-19,01-APR-19,"N","CHEYENNE","Non-MSA","Y","Y","Y"
105892018,10589,2018,"NB0170100","NB0170100","","N","N",,"I","SIDNEY","SIDNEY PD","Sidney","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",6602,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,0,11,2,2,4,0,0,01-JAN-98,01-AUG-12,01-AUG-12,01-MAY-19,01-MAY-19,01-MAY-19,"N","CHEYENNE","Non-MSA","Y","Y","Y"
105932018,10593,2018,"NB0190000","NB0190000","","N","N",,"I","COLFAX","COLFAX CO SO SCHUYLER","Colfax","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",4357,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,8,17,0,0,0,0,0,01-JAN-98,01-DEC-15,01-DEC-15,01-JUL-19,01-JUL-19,01-JUL-19,"N","COLFAX","Non-MSA","Y","Y","Y"
105942018,10594,2018,"NB0190100","NB0190100","","N","N",,"I","SCHUYLER","SCHUYLER PD","Schuyler","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",6210,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,2,2,0,0,01-JAN-98,01-NOV-01,01-NOV-01,01-APR-19,01-APR-19,01-APR-19,"N","COLFAX","Non-MSA","Y","Y","Y"
105952018,10595,2018,"NB0200000","NB0200000","","N","N",,"I","CUMING","CUMING CO SO WEST POINT","Cuming","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5670,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,0,5,0,1,1,0,0,01-JAN-98,01-JUL-18,01-JUL-18,01-MAY-19,01-MAY-19,01-MAY-19,"N","CUMING","Non-MSA","Y","Y","Y"
105962018,10596,2018,"NB0200100","NB0200100","","N","N",,"I","WEST POINT","WEST POINT PD","West Point","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",3335,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-98,01-JUL-03,01-JUL-03,01-APR-19,01-APR-19,01-APR-19,"N","CUMING","Non-MSA","Y","Y","Y"
105992018,10599,2018,"NB0210000","NB0210000","","N","N",,"I","CUSTER","CUSTER CO SO BROKEN BOW","Custer","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",7323,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,1,8,0,0,0,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-MAY-19,01-MAY-19,01-MAY-19,"N","CUSTER","Non-MSA","Y","Y","Y"
106002018,10600,2018,"NB0210100","NB0210100","","N","N",,"I","BROKEN BOW","BROKEN BOW PD","Broken Bow","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",3546,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-APR-19,01-APR-19,01-APR-19,"N","CUSTER","Non-MSA","Y","Y","Y"
106022018,10602,2018,"NB0220100","NB0220100","","N","N",,"I","SOUTH SIOUX CITY","DAKOTA LAW ENFORCEMENT CENTER","South Sioux City","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",12845,23378,"NBUCR0001","Nebraska Crime Commission","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",26,1,27,1,0,1,0,0,01-JAN-98,01-OCT-15,01-OCT-15,01-APR-19,01-APR-19,01-APR-19,"N","DAKOTA","Sioux City, IA-NE-SD","Y","Y","Y"
106042018,10604,2018,"NB0220300","NB0220300","","N","N",,"I","EMERSON","EMERSON POLICE DEPARTMENT","Emerson","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",798,23378,"NBUCR0001","Nebraska Crime Commission","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-98,01-JUN-04,01-JUN-04,01-OCT-19,01-OCT-19,01-OCT-19,"N","THURSTON; DAKOTA; DIXON","Sioux City, IA-NE-SD","Y","Y","Y"
106062018,10606,2018,"NB0230100","NB0230100","","N","N",,"I","CHADRON","CHADRON PD","Chadron","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",5621,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,1,12,2,5,7,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-APR-19,01-APR-19,01-APR-19,"N","DAWES","Non-MSA","Y","Y","Y"
106082018,10608,2018,"NB0240000","NB0240000","","N","N",,"I","DAWSON","DAWSON CO SO LEXINGTON","Dawson","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",6323,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",22,14,36,6,25,31,0,0,01-JAN-98,01-OCT-13,01-OCT-13,01-MAY-19,01-MAY-19,01-MAY-19,"N","DAWSON","Non-MSA","Y","Y","Y"
106092018,10609,2018,"NB0240100","NB0240100","","N","N",,"I","COZAD","COZAD PD","Cozad","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",3791,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,0,0,0,0,0,01-JAN-98,01-SEP-13,01-SEP-13,01-MAY-19,01-MAY-19,01-MAY-19,"N","DAWSON","Non-MSA","Y","Y","Y"
106102018,10610,2018,"NB0240200","NB0240200","","N","N",,"I","GOTHENBURG","GOTHENBURG PD","Gothenburg","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",3458,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,1,1,2,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-APR-19,01-APR-19,01-APR-19,"N","DAWSON","Non-MSA","Y","Y","Y"
106112018,10611,2018,"NB0240300","NB0240300","","N","N",,"I","LEXINGTON","LEXINGTON PD","Lexington","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",9996,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",20,0,20,0,2,2,0,0,01-JAN-98,01-SEP-13,01-SEP-13,01-APR-19,01-APR-19,01-APR-19,"N","DAWSON","Non-MSA","Y","Y","Y"
106122018,10612,2018,"NB0250000","NB0250000","","N","N",,"I","DEUEL","DEUEL CO SO CHAPPELL","Deuel","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",1873,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,0,5,0,1,1,0,0,01-JAN-98,01-JUL-13,01-JUL-13,01-FEB-20,01-FEB-20,01-FEB-20,"N","DEUEL","Non-MSA","Y","Y","Y"
106142018,10614,2018,"NB0260000","NB0260000","","N","N",,"I","DIXON","DIXON CO SO PONCA","Dixon","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5335,23378,"NBUCR0001","Nebraska Crime Commission","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",7,4,11,1,1,2,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-APR-19,01-APR-19,01-APR-19,"N","DIXON","Sioux City, IA-NE-SD","Y","Y","Y"
106162018,10616,2018,"NB0270100","NB0270100","","N","N",,"I","FREMONT","FREMONT PD","Fremont","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",26465,23378,"NBUCR0001","Nebraska Crime Commission","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",32,0,32,4,5,9,0,0,01-JAN-98,01-SEP-04,01-SEP-04,01-MAY-19,01-MAY-19,01-MAY-19,"N","DODGE","Non-MSA","Y","Y","Y"
106182018,10618,2018,"NB0280000","NB0280000","","N","N",,"I","DOUGLAS","DOUGLAS CO SO OMAHA","Douglas","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",84414,23378,"NBUCR0001","Nebraska Crime Commission","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",114,41,155,17,40,57,0,0,01-JAN-98,01-APR-18,01-APR-18,01-APR-19,01-APR-19,01-APR-19,"N","DOUGLAS","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
106222018,10622,2018,"NB0280400","NB0280400","","N","N",,"I","RALSTON","RALSTON PD","Ralston","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",7535,23378,"NBUCR0001","Nebraska Crime Commission","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,0,2,2,0,0,01-JAN-98,01-APR-02,01-APR-02,01-APR-19,01-APR-19,01-APR-19,"N","DOUGLAS","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
106232018,10623,2018,"NB0280500","NB0280500","","N","N",,"I","VALLEY","VALLEY PD","Valley","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2334,23378,"NBUCR0001","Nebraska Crime Commission","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,1,0,1,0,0,01-JAN-98,01-JUL-18,01-JUL-18,01-APR-19,01-APR-19,01-APR-19,"N","DOUGLAS","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
106302018,10630,2018,"NB0300000","NB0300000","","N","N",,"I","FILLMORE","FILLMORE CO SO GENEVA","Fillmore","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5529,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",4,0,4,2,6,8,0,0,01-JAN-98,01-APR-18,01-APR-18,01-APR-19,01-APR-19,01-APR-19,"N","FILLMORE","Non-MSA","Y","Y","Y"
106332018,10633,2018,"NB0320000","NB0320000","","N","N",,"I","FRONTIER","FRONTIER CO SO STOCKVILLE","Frontier","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",2607,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",3,0,3,1,4,5,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-MAY-19,01-MAY-19,01-MAY-19,"N","FRONTIER","Non-MSA","Y","Y","Y"
106352018,10635,2018,"NB0330000","NB0330000","","N","N",,"I","FURNAS","FURNAS CO SO BEAVER CITY","Furnas","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",4746,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,0,8,0,6,6,0,0,01-JAN-98,01-MAR-14,01-MAR-14,01-APR-19,01-APR-19,01-APR-19,"N","FURNAS","Non-MSA","Y","Y","Y"
106392018,10639,2018,"NB0340000","NB0340000","","N","N",,"I","GAGE","GAGE CO SO BEATRICE","Gage","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",7839,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",14,0,14,1,3,4,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-APR-19,01-APR-19,01-APR-19,"N","GAGE","Non-MSA","Y","Y","Y"
106402018,10640,2018,"NB0340100","NB0340100","","N","N",,"I","BEATRICE","BEATRICE PD","Beatrice","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",12244,23378,"NBUCR0001","Nebraska Crime Commission","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",19,4,23,3,10,13,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-APR-19,01-APR-19,01-APR-19,"N","GAGE","Non-MSA","Y","Y","Y"
106442018,10644,2018,"NB0360000","NB0360000","","N","N",,"I","GARFIELD","GARFIELD CO SO BURWELL","Garfield","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",818,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",2,0,2,0,0,0,0,0,01-JAN-98,01-JUN-15,01-JUN-15,01-OCT-19,01-OCT-19,01-OCT-19,"N","GARFIELD","Non-MSA","Y","Y","Y"
106452018,10645,2018,"NB0360100","NB0360100","","N","N",,"I","BURWELL","BURWELL PD","Burwell","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",1190,23378,"NBUCR0001","Nebraska Crime Commission","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-98,01-JUL-18,01-JUL-18,01-MAY-19,01-MAY-19,01-MAY-19,"N","GARFIELD","Non-MSA","Y","Y","Y"
106462018,10646,2018,"NB0370000","NB0370000","","N","N",,"I","GOSPER","GOSPER CO SO ELWOOD","Gosper","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",2022,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,1,6,0,0,0,0,0,01-JAN-98,01-OCT-13,01-OCT-13,01-MAY-19,01-MAY-19,01-MAY-19,"N","GOSPER","Non-MSA","Y","Y","Y"
106492018,10649,2018,"NB0400000","NB0400000","","N","N",,"I","HALL","HALL CO SO GRAND ISLAND","Hall","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",10004,23378,"NBUCR0001","Nebraska Crime Commission","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",29,2,31,3,8,11,0,0,01-JAN-98,01-JAN-06,01-JAN-06,01-APR-19,01-APR-19,01-APR-19,"N","HALL","Grand Island, NE","Y","Y","Y"
106502018,10650,2018,"NB0400100","NB0400100","","N","N",,"I","GRAND ISLAND","GRAND ISLAND PD","Grand Island","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",51768,23378,"NBUCR0001","Nebraska Crime Commission","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",75,4,79,8,15,23,0,0,01-JAN-98,01-JAN-16,01-JAN-16,01-APR-19,01-APR-19,01-APR-19,"N","HALL","Grand Island, NE","Y","Y","Y"
106522018,10652,2018,"NB0410000","NB0410000","","N","N",,"I","HAMILTON","HAMILTON CO SO AURORA","Hamilton","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",4709,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,2,11,0,11,11,0,0,01-JAN-98,01-OCT-02,01-OCT-02,01-MAY-19,01-MAY-19,01-MAY-19,"N","HAMILTON","Non-MSA","Y","Y","Y"
106532018,10653,2018,"NB0410100","NB0410100","","N","N",,"I","AURORA","AURORA PD","Aurora","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",4488,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JAN-98,01-MAY-05,01-MAY-05,01-APR-19,01-APR-19,01-APR-19,"N","HAMILTON","Non-MSA","Y","Y","Y"
106622018,10662,2018,"NB0470000","NB0470000","","N","N",,"I","HOWARD","HOWARD CO SO ST PAUL","Howard","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",4098,23378,"NBUCR0001","Nebraska Crime Commission","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",4,0,4,0,7,7,0,0,01-JAN-98,01-JAN-18,01-JAN-18,01-APR-19,01-APR-19,01-APR-19,"N","HOWARD","Grand Island, NE","Y","Y","Y"
106632018,10663,2018,"NB0470100","NB0470100","","N","N",,"I","ST. PAUL","ST PAUL PD","St. Paul","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2347,23378,"NBUCR0001","Nebraska Crime Commission","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-98,01-DEC-03,01-DEC-03,01-APR-19,01-APR-19,01-APR-19,"N","HOWARD","Grand Island, NE","Y","Y","Y"
106642018,10664,2018,"NB0480000","NB0480000","","N","N",,"I","JEFFERSON","JEFFERSON CO SO FAIRBURY","Jefferson","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",7114,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",16,1,17,1,9,10,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-APR-19,01-APR-19,01-APR-19,"N","JEFFERSON","Non-MSA","Y","Y","Y"
106662018,10666,2018,"NB0490000","NB0490000","","N","N",,"I","JOHNSON","JOHNSON CO SO TECUMSEH","Johnson","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5166,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,1,6,7,0,0,01-JAN-98,01-JAN-10,01-JAN-10,01-MAY-19,01-MAY-19,01-MAY-19,"N","JOHNSON","Non-MSA","Y","Y","Y"
