"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2018,123653507,100207622,35,"C",13,,""
2018,123648935,100207637,51,"C",20,,""
2018,123653534,100207650,45,"C",20,,""
2018,123648990,100207857,4,"C",20,,""
2018,123649019,100207875,35,"C",20,,""
2018,123649018,100207875,16,"C",20,,""
2018,123649012,100207875,51,"C",20,,""
2018,123653600,100212711,27,"C",19,,""
2018,123653607,100212729,51,"C",20,,""
2018,123649083,100212733,45,"C",25,,""
2018,123653660,100212788,2,"C",8,,""
2018,123649173,100207967,16,"C",13,,""
2018,123649174,100207967,35,"C",13,,""
2018,123653701,100212820,2,"C",24,,""
2018,123653710,100212835,5,"C",25,,""
2018,123649205,100212844,14,"C",25,,""
2018,123649212,100212850,14,"C",18,,""
2018,123649231,100208002,5,"C",25,,""
2018,123649286,100212905,21,"C",20,,""
2018,123649305,100212925,5,"C",20,,""
2018,126777910,102941279,49,"C",20,,"N"
2018,126767874,102933493,5,"C",30,,""
2018,126777938,102933503,45,"C",11,,""
2018,126767882,102941300,21,"C",13,,""
2018,126777953,102933521,47,"C",20,,""
2018,126777961,102933526,45,"C",18,,""
2018,126773652,102937759,45,"C",7,,""
2018,126773664,102941352,56,"C",21,,""
2018,126773686,102933586,51,"C",15,,""
2018,126767972,102933600,45,"C",24,,""
2018,126767990,102933622,2,"C",20,,""
2018,126778076,102933630,11,"C",7,,""
2018,126773746,102937818,23,"C",20,,""
2018,126778100,102933656,45,"C",20,,""
2018,126778121,102937835,44,"C",20,,""
2018,126768030,102933675,11,"C",2,,""
2018,126773794,102933699,5,"C",20,,""
2018,126778184,102937877,49,"C",12,,"N"
2018,126778189,102933713,16,"C",13,,""
2018,126778190,102933713,35,"C",13,,""
2018,126778204,102941493,5,"C",20,,""
2018,126768096,102941515,5,"C",20,,""
2018,126773888,102937928,14,"C",13,,""
2018,126778253,102937935,35,"C",13,,""
2018,126768114,102937935,16,"C",13,,""
2018,126778294,102933787,47,"C",20,,""
2018,126768126,102933790,16,"C",41,,""
2018,126768127,102933790,35,"C",41,,""
2018,126778310,102941553,23,"C",7,,""
2018,126773954,102933824,51,"C",20,,""
2018,126778336,102933827,2,"C",20,,""
2018,126778343,102933832,35,"C",20,,""
2018,126778352,102938016,41,"A",7,,""
2018,126778385,102938045,23,"C",12,,""
2018,126778399,102933873,23,"C",23,,""
2018,126778410,102938072,51,"C",25,,""
2018,126778411,102941637,51,"C",18,,""
2018,126768226,102933885,51,"C",41,,""
2018,126774072,102938085,51,"C",20,,""
2018,126778430,102938090,23,"C",7,,""
2018,126778435,102933902,5,"C",13,,""
2018,126778462,102938126,35,"C",20,,""
2018,126778492,102941699,51,"C",20,,""
2018,126778506,102941713,5,"C",20,,""
2018,125697672,102001247,14,"C",20,,""
2018,125694895,102001270,5,"C",27,,""
2018,123655903,100209831,16,"C",41,,""
2018,123656798,100215016,5,"C",18,,""
2018,123656764,100214983,45,"C",13,,""
2018,123655765,100215022,5,"C",13,,""
2018,123657004,100209881,47,"C",19,,""
2018,123656836,100215048,45,"C",20,,""
2018,123655875,100209810,23,"C",8,,""
2018,123655993,100215221,51,"C",20,,""
2018,123657029,100215223,14,"C",13,,""
2018,123657049,100215243,41,"C",8,,""
2018,123656042,100209948,45,"C",20,,""
2018,123657080,100215274,5,"C",25,,""
2018,123657096,100215288,45,"C",24,,""
2018,123657159,100215341,45,"C",10,,""
2018,123657251,100215436,5,"C",5,,""
2018,123657163,100215348,16,"C",41,,""
2018,123656108,100215351,35,"C",13,,""
2018,123656106,100215351,16,"C",13,,""
2018,123657246,100210069,5,"C",13,,""
2018,123656236,100215482,5,"C",18,,""
2018,123656241,100215483,14,"C",25,,""
2018,123656255,100210131,45,"C",22,,""
2018,123657382,100215543,41,"C",24,,""
2018,123657476,100215622,21,"C",13,,""
2018,123657490,100215630,16,"C",18,,""
2018,123657489,100215630,35,"C",18,,""
2018,123661394,100215640,45,"C",18,,""
2018,123661400,100210256,51,"C",18,,""
2018,123657549,100215661,27,"C",20,,""
2018,123657538,100215655,23,"C",23,,""
2018,123657543,100210278,35,"C",13,,""
2018,123657542,100210278,16,"C",13,,""
2018,123657561,100215663,45,"C",20,,""
2018,123661432,100215665,45,"C",20,,""
2018,125690148,102001277,5,"C",13,,""
2018,125690160,101996902,35,"C",38,,""
2018,125690159,101996902,16,"C",38,,""
2018,125690203,101994376,23,"C",12,,""
2018,125690265,102001372,2,"A",20,,""
2018,125697769,102001394,16,"C",13,,""
2018,125690307,101996964,23,"C",7,,""
2018,125697789,101994446,51,"C",20,,""
2018,125690326,101994451,45,"C",20,,""
2018,123677548,100227408,21,"C",13,,""
2018,123673673,100225960,45,"C",18,,""
2018,123673714,100225993,14,"C",20,,""
2018,123673658,100225950,45,"C",20,,""
2018,123673840,100226115,51,"C",20,,""
2018,123673746,100226020,16,"C",41,,""
2018,123666182,100226085,49,"C",20,,"N"
2018,123673813,100226090,51,"C",18,,""
2018,123666200,100229601,45,"C",20,,""
2018,123666627,100226129,5,"C",20,,""
2018,123673860,100226130,56,"C",20,,""
2018,123673897,100226155,51,"C",20,,""
2018,123666249,100229648,44,"C",21,,""
2018,123673927,100226187,5,"C",46,,""
2018,123673959,100226206,51,"C",20,,""
2018,123676486,100226387,5,"C",20,,""
2018,123674234,100226387,14,"C",20,,""
2018,123676412,100226321,41,"C",8,,""
2018,123674142,100226321,11,"C",8,,""
2018,123676442,100226348,11,"C",8,,""
2018,123674188,100226348,41,"C",8,,""
2018,123674970,100227008,20,"C",20,,""
2018,123674304,100229852,11,"C",2,,""
2018,123676571,100229870,51,"C",41,,""
2018,123674353,100226477,27,"C",20,,""
2018,123674399,100226522,45,"C",20,,""
2018,123676632,100229925,5,"C",13,,""
2018,123676649,100229940,51,"C",13,,""
2018,123676656,100229945,5,"C",41,,""
2018,123674445,100226571,56,"C",20,,""
2018,123676670,100226577,16,"C",13,,""
2018,123676671,100226577,35,"C",13,,""
2018,123674460,100226583,5,"C",20,,""
2018,123676708,100229994,49,"C",20,,"N"
2018,123674530,100226638,5,"C",25,,""
2018,123674539,100226641,2,"C",14,,""
2018,123675481,100227417,39,"C",13,,""
2018,123676745,100226670,27,"C",20,,""
2018,123674610,100226704,5,"C",20,,""
2018,123674621,100226717,51,"C",20,,""
2018,123676798,100230073,51,"C",41,,""
2018,123674681,100226756,5,"C",20,,""
2018,123674697,100226769,14,"C",18,,""
2018,123674706,100226779,45,"C",7,,""
2018,123676853,100226786,49,"C",20,,"F"
2018,123674714,100226786,5,"C",20,,""
2018,123674746,100226819,5,"C",24,,""
2018,123674764,100226831,45,"C",20,,""
2018,123676981,100226910,51,"C",41,,""
2018,123674862,100226915,45,"C",20,,""
2018,123674868,100230240,35,"C",13,,""
2018,123674867,100230240,16,"C",13,,""
2018,123674869,100226922,5,"C",20,,""
2018,123674878,100226932,44,"C",3,,""
2018,123677037,100226951,51,"C",20,,""
2018,123674982,100227020,45,"C",18,,""
2018,123674983,100227020,5,"C",18,,""
2018,123677136,100227021,7,"C",18,,""
2018,123677140,100230365,23,"C",12,,""
2018,123675001,100227037,36,"C",20,,""
2018,123675025,100227058,35,"C",13,,""
2018,123677177,100227058,16,"C",13,,""
2018,123677237,100230432,44,"C",22,,""
2018,123677258,100227131,35,"C",8,,""
2018,123677253,100227131,23,"C",8,,""
2018,123677255,100227131,16,"C",8,,""
2018,123677278,100227144,35,"C",20,,""
2018,123666709,100227144,16,"C",20,,""
2018,123675145,100227156,16,"C",13,,""
2018,123675149,100230484,16,"C",13,,""
2018,123677297,100230484,35,"C",13,,""
2018,123675156,100230486,23,"C",12,,""
2018,123675205,100227200,16,"C",13,,""
2018,123677341,100227204,14,"A",25,,""
2018,123666714,100230535,35,"C",20,,""
2018,123666713,100230535,16,"C",20,,""
2018,123675237,100227229,21,"C",18,,""
2018,123677410,100227252,51,"C",20,,""
2018,123677439,100227289,16,"C",13,,""
2018,123677445,100230604,51,"C",20,,""
2018,123677471,100227316,56,"C",20,,""
2018,123675357,100227328,23,"C",8,,""
2018,123675368,100230641,14,"C",18,,""
2018,123677498,100230649,5,"C",20,,""
2018,123677509,100227359,45,"C",20,,""
2018,123677511,100227361,5,"C",18,,""
2018,123677514,100230667,16,"C",13,,""
2018,123675411,100227369,51,"C",20,,""
2018,123675424,100227382,35,"C",8,,""
2018,123675422,100227382,23,"C",8,,""
2018,123675423,100227382,16,"C",8,,""
2018,123676245,100233063,39,"C",13,,""
2018,123675530,100227454,5,"C",20,,""
2018,123677589,100230733,14,"C",13,,""
2018,123677590,100230733,5,"C",13,,""
2018,123675539,100227461,16,"C",20,,""
2018,123675538,100227461,35,"C",20,,""
2018,123675548,100227468,35,"C",20,,""
2018,123675547,100227468,16,"C",20,,""
2018,123675551,100227469,16,"C",20,,""
2018,123675552,100227469,35,"C",20,,""
2018,123675689,100227578,27,"C",20,,""
2018,123677897,100232749,39,"C",13,,""
2018,123675690,100227578,44,"C",20,,""
2018,123677729,100227589,51,"C",22,,""
2018,123677805,100227657,16,"C",13,,""
2018,123677808,100227662,51,"C",20,,""
2018,123677815,100232670,23,"C",8,,""
2018,123677817,100232671,45,"C",18,,""
2018,123675791,100232688,5,"C",18,,""
2018,123677829,100230894,11,"C",20,,""
2018,123675808,100232699,5,"C",11,,""
2018,123677845,100230905,45,"C",20,,""
2018,123677859,100232708,21,"C",20,,""
2018,123678192,100231210,16,"C",20,,""
2018,123678191,100231210,35,"C",20,,""
2018,123675859,100232750,39,"C",13,,""
2018,123675886,100232770,14,"C",25,,""
2018,123675947,100232826,16,"C",13,,""
2018,123675948,100232826,35,"C",13,,""
2018,123675957,100232836,51,"C",13,,""
2018,123675982,100232851,5,"C",25,,""
2018,123676018,100231073,56,"C",3,,""
2018,123678104,100232938,51,"C",22,,""
2018,123678111,100231134,49,"A",34,,"F"
2018,123678120,100231138,49,"C",11,,"F"
2018,123676092,100232945,45,"C",20,,""
2018,123678128,100232949,11,"C",7,,""
2018,123678149,100232967,16,"C",13,,""
2018,123676128,100232974,5,"C",20,,""
2018,123676249,100233063,28,"C",13,,""
2018,123678196,100233005,16,"C",20,,""
2018,123678197,100233005,35,"C",20,,""
2018,123678222,100233027,35,"C",13,,""
2018,123678221,100233027,16,"C",13,,""
2018,123678247,100233048,16,"C",20,,""
2018,123676233,100233052,51,"C",15,,""
2018,123676248,100233063,16,"C",13,,""
2018,123676247,100233063,35,"C",13,,""
2018,123681949,100233663,21,"C",10,,""
2018,123678842,100233669,16,"C",13,,""
2018,123678843,100233669,35,"C",13,,""
2018,123678852,100233679,39,"C",13,,""
2018,123678876,100231755,49,"C",31,,"F"
2018,123682013,100231781,35,"C",13,,""
2018,123682011,100231781,16,"C",13,,""
2018,123682080,100233779,5,"C",18,,""
2018,123682087,100231841,49,"C",20,,"N"
2018,123682122,100233812,16,"C",20,,""
2018,123679032,100233814,51,"C",20,,""
2018,123679056,100233834,51,"C",20,,""
2018,123679065,100231910,5,"C",20,,""
2018,123679119,100231951,5,"C",18,,""
2018,123649832,100208391,16,"C",18,,""
2018,123654198,100208391,35,"C",33,,""
2018,123649876,100213446,51,"C",18,,""
2018,123654229,100213453,51,"C",28,,""
2018,123649906,100208428,46,"A",20,,""
2018,123649932,100208439,45,"C",20,,""
2018,123679141,100231966,45,"C",20,,""
2018,123679149,100233904,16,"C",25,,""
2018,123654349,100208517,23,"C",8,,""
2018,123685527,100239573,2,"C",20,,""
2018,123682239,100231988,51,"C",20,,""
2018,123682849,100232460,47,"C",20,,""
2018,123650187,100213685,41,"C",8,,""
2018,123650185,100213685,47,"C",8,,""
2018,123679715,100232475,51,"C",21,,""
2018,123650194,100208598,2,"C",2,,""
2018,123650193,100208598,11,"C",2,,""
2018,123650211,100213702,51,"C",20,,""
2018,123654444,100213702,35,"C",20,,""
2018,123650235,100213720,35,"C",13,,""
2018,123650234,100213720,16,"C",13,,""
2018,123650261,100213740,35,"C",13,,""
2018,123650259,100213740,16,"C",13,,""
2018,123654506,100213777,16,"C",13,,""
2018,123679786,100234489,2,"C",17,,""
2018,123682244,100233926,51,"C",20,,""
2018,123654564,100213838,16,"C",13,,""
2018,123654575,100208715,5,"C",25,,""
2018,123650407,100208732,14,"C",18,,""
2018,123650425,100213866,45,"C",7,,""
2018,123650447,100213882,16,"C",13,,""
2018,123654789,100214009,14,"C",25,,""
2018,123654736,100208830,35,"C",20,,""
2018,123654734,100208830,16,"C",20,,""
2018,123650581,100213997,47,"C",20,,""
2018,123650616,100208876,45,"C",23,,""
2018,123654816,100214030,5,"C",13,,""
2018,123650653,100208919,47,"C",20,,""
2018,123650679,100214067,23,"C",8,,""
2018,123654870,100208949,44,"C",25,,""
2018,123650716,100214099,35,"C",13,,""
2018,123682280,100232020,47,"C",5,,""
2018,123682303,100233976,11,"C",24,,""
2018,123679252,100233988,35,"C",22,,""
2018,123679253,100233988,16,"C",22,,""
2018,123682332,100233996,5,"C",13,,""
2018,123679270,100232059,5,"C",18,,""
2018,123682335,100232059,14,"C",18,,""
2018,123650837,100214206,7,"C",20,,""
2018,123654976,100209043,51,"C",20,,""
2018,123650879,100214233,16,"C",13,,""
2018,123654994,100214240,49,"C",24,,"N"
2018,123650892,100209069,16,"C",13,,""
2018,123650905,100214251,23,"C",23,,""
2018,123650926,100214271,51,"C",20,,""
2018,123655227,100209256,14,"C",18,,""
2018,123679289,100232075,16,"C",20,,""
2018,123686475,100235997,45,"C",8,,""
2018,123651222,100214537,23,"C",12,,""
2018,123655233,100214502,51,"C",20,,""
2018,123656367,100214657,21,"C",20,,""
2018,123651274,100214576,16,"C",13,,""
2018,123651284,100209321,45,"C",25,,""
2018,123651294,100209327,5,"C",20,,""
2018,123655334,100209351,14,"C",18,,""
2018,123656413,100214699,41,"C",8,,""
2018,123656420,100214704,23,"C",7,,""
2018,123655458,100214753,43,"C",20,,""
2018,123656469,100214739,35,"C",20,,""
2018,123656466,100214739,16,"C",20,,""
2018,123656499,100209464,5,"C",25,,""
2018,123656510,100214767,45,"C",2,,""
2018,123656539,100209490,5,"C",20,,""
2018,123656552,100209502,39,"C",13,,""
2018,123679287,100232075,35,"C",20,,""
2018,123679317,100232095,5,"C",13,,""
2018,123656582,100214818,5,"C",25,,""
2018,123656614,100209541,5,"C",20,,""
2018,123655559,100214855,11,"C",24,,""
2018,123656632,100214865,35,"C",18,,""
2018,123655570,100214865,16,"C",18,,""
2018,123656655,100214886,45,"C",8,,""
2018,123656676,100214907,46,"C",20,,""
2018,123682379,100234042,14,"C",25,,""
2018,123681294,100238864,21,"C",18,,""
2018,123682510,100232185,16,"C",18,,""
2018,123683096,100232638,16,"C",13,,""
2018,123679988,100234699,49,"C",20,,"N"
2018,123682555,100232217,51,"C",23,,""
2018,123679455,100234178,14,"C",18,,""
2018,123682599,100234207,44,"C",18,,""
2018,123679491,100234213,29,"C",38,,""
2018,123679505,100234224,21,"C",20,,""
2018,123679540,100234256,5,"C",25,,""
2018,123682666,100232318,46,"A",20,,""
2018,123679585,100234287,5,"C",13,,""
2018,123679611,100234310,49,"C",20,,"F"
2018,123682750,100232390,14,"C",25,,""
2018,123679643,100232407,35,"C",20,,""
2018,123679642,100232407,16,"C",20,,""
2018,123682786,100234363,23,"C",46,,""
2018,123682968,100232545,41,"C",20,,""
2018,123679893,100232638,35,"C",13,,""
2018,123679936,100237672,35,"C",20,,""
2018,123681018,100238619,46,"C",29,,""
2018,123679949,100234655,16,"C",13,,""
2018,123679990,100234705,21,"C",20,,""
2018,123683241,100237730,35,"C",20,,""
2018,123680017,100234732,5,"C",38,,""
2018,123683288,100234743,5,"C",17,,""
2018,123680062,100234774,5,"C",42,,""
2018,123680115,100234825,23,"C",24,,""
2018,123683404,100237838,51,"C",20,,""
2018,123680140,100237851,51,"C",20,,""
2018,123680255,100234928,11,"C",7,,""
2018,123680276,100234942,23,"C",12,,""
2018,123680281,100237966,51,"C",20,,""
2018,123680282,100237966,16,"C",20,,""
2018,123680303,100234969,7,"C",18,,""
2018,123683613,100235003,44,"C",20,,""
2018,123680363,100235033,49,"C",20,,"F"
2018,123680365,100235033,5,"C",20,,""
2018,123680402,100235058,51,"C",20,,""
2018,123683715,100235089,47,"C",20,,""
2018,123683741,100235106,14,"C",20,,""
2018,123680492,100238144,16,"C",38,,""
2018,123680495,100238144,39,"C",38,,""
2018,123680525,100235174,45,"C",25,,""
2018,123683860,100235206,36,"A",14,,""
2018,123680597,100238223,11,"C",46,,""
2018,123680624,100235264,44,"C",10,,""
2018,123683942,100235273,45,"C",20,,""
2018,123680664,100238284,5,"C",13,,""
2018,123684066,100235390,21,"C",13,,""
2018,123680778,100235410,45,"C",20,,""
2018,123684105,100235419,51,"C",23,,""
2018,123680801,100235430,23,"C",8,,""
2018,123680824,100235441,49,"C",20,,"F"
2018,123684143,100235455,45,"C",24,,""
2018,123680844,100235457,16,"C",8,,""
2018,123684303,100238574,35,"C",13,,""
2018,123681031,100238635,21,"C",10,,""
2018,123684304,100238574,16,"C",13,,""
2018,123681083,100235662,47,"C",24,,""
2018,123681115,100238714,44,"C",20,,""
2018,123681124,100235704,45,"C",25,,""
2018,123684506,100235732,5,"C",20,,""
2018,123684504,100235732,47,"C",25,,""
2018,123681192,100235758,51,"C",20,,""
2018,123684865,100239056,49,"C",20,,"F"
2018,123681331,100238884,41,"C",5,,""
2018,123684660,100235881,45,"C",10,,""
2018,123684664,100235885,47,"C",20,,""
2018,123686359,100238904,16,"C",10,,""
2018,123686360,100238904,35,"C",10,,""
2018,123684688,100238908,51,"C",20,,""
2018,123686391,100238930,5,"C",25,,""
2018,123684742,100238956,49,"C",20,,"N"
2018,123684750,100238962,51,"C",20,,""
2018,123684788,100238992,49,"C",20,,"N"
2018,123686436,100239000,5,"C",13,,""
2018,123685540,100239581,51,"C",20,,""
2018,123684872,100236022,51,"C",22,,""
2018,123684874,100236022,5,"C",22,,""
2018,123686501,100236022,44,"C",22,,""
2018,123684892,100236036,11,"C",20,,""
2018,123684899,100236049,49,"C",20,,"F"
2018,123684923,100236065,5,"C",13,,""
2018,123686548,100236077,35,"C",13,,""
2018,123684997,100236141,14,"C",20,,""
2018,123685018,100239163,5,"C",13,,""
2018,123685025,100236161,5,"C",25,,""
2018,123686747,100236255,46,"C",14,,""
2018,123686767,100239270,35,"C",13,,""
2018,123685154,100239270,16,"C",13,,""
2018,123685175,100236280,16,"C",13,,""
2018,123686819,100239323,16,"C",20,,""
2018,123686821,100239323,35,"C",20,,""
2018,123686824,100236313,16,"C",20,,""
2018,123686826,100236313,39,"C",20,,""
2018,123686838,100239340,5,"C",13,,""
2018,123685254,100239351,16,"C",13,,""
2018,123685267,100236344,51,"C",20,,""
2018,123685287,100236354,35,"C",13,,""
2018,123685297,100236364,14,"C",20,,""
2018,123685311,100236376,51,"C",20,,""
2018,123685464,100236496,14,"C",20,,""
2018,123687077,100236517,51,"C",20,,""
2018,123687082,100236520,44,"C",20,,""
2018,123622928,100183927,5,"C",20,,""
2018,123624183,100182058,45,"C",6,,""
2018,123620706,100182086,5,"C",23,,""
